,PassengerId,Pclass,Name,Sex,Age,Title,Alias,SibSp,Parch,Ticket,Fam,Fare,Cabin,Cabin_Floor,Cabin_Nb,Ticket_Type,Embarked
431,432,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,29.8811376673,Mrs,1,1,0,376564,1,16.1,U,U,0,376564,S
432,433,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,Mrs,1,1,0,SC/AH 3085,1,26.0,U,U,0,SC/AH,S
433,434,3,"Kallio, Mr. Nikolai Erland",male,17.0,Mr,0,0,0,STON/O 2. 3101274,0,7.125,U,U,0,STON/O,S
434,435,1,"Silvey, Mr. William Baird",male,50.0,Mr,0,1,0,13507,1,55.9,E44,E,44,13507,S
435,436,1,"Carter, Miss. Lucile Polk",female,14.0,Miss,0,1,2,113760,3,120.0,B96 B98,B,96,113760,S
436,437,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,Miss,1,2,2,W./C. 6608,4,34.375,U,U,0,W./C.,S
437,438,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,Mrs,1,2,3,29106,5,18.75,U,U,0,29106,S
438,439,1,"Fortune, Mr. Mark",male,64.0,Mr,0,1,4,19950,5,263.0,C23 C25 C27,C,23,19950,S
439,440,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,Mr,0,0,0,C.A. 18723,0,10.5,U,U,0,C.A.,S
440,441,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,Mrs,1,1,1,F.C.C. 13529,2,26.25,U,U,0,F.C.C.,S
441,442,3,"Hampe, Mr. Leon",male,20.0,Mr,0,0,0,345769,0,9.5,U,U,0,345769,S
442,443,3,"Petterson, Mr. Johan Emil",male,25.0,Mr,0,1,0,347076,1,7.775,U,U,0,347076,S
443,444,2,"Reynaldo, Ms. Encarnacion",female,28.0,Ms,0,0,0,230434,0,13.0,U,U,0,230434,S
444,445,3,"Johannesen-Bratthammer, Mr. Bernt",male,29.8811376673,Mr,0,0,0,65306,0,8.1125,U,U,0,65306,S
445,446,1,"Dodge, Master. Washington",male,4.0,Master,0,0,2,33638,2,81.8583,A34,A,34,33638,S
446,447,2,"Mellinger, Miss. Madeleine Violet",female,13.0,Miss,0,0,1,250644,1,19.5,U,U,0,250644,S
447,448,1,"Seward, Mr. Frederic Kimber",male,34.0,Mr,0,0,0,113794,0,26.55,U,U,0,113794,S
448,449,3,"Baclini, Miss. Marie Catherine",female,5.0,Miss,0,2,1,2666,3,19.2583,U,U,0,2666,C
449,450,1,"Peuchen, Major. Arthur Godfrey",male,52.0,Major,0,0,0,113786,0,30.5,C104,C,104,113786,S
450,451,2,"West, Mr. Edwy Arthur",male,36.0,Mr,0,1,2,C.A. 34651,3,27.75,U,U,0,C.A.,S
451,452,3,"Hagland, Mr. Ingvald Olai Olsen",male,29.8811376673,Mr,0,1,0,65303,1,19.9667,U,U,0,65303,S
452,453,1,"Foreman, Mr. Benjamin Laventall",male,30.0,Mr,0,0,0,113051,0,27.75,C111,C,111,113051,C
453,454,1,"Goldenberg, Mr. Samuel L",male,49.0,Mr,0,1,0,17453,1,89.1042,C92,C,92,17453,C
454,455,3,"Peduzzi, Mr. Joseph",male,29.8811376673,Mr,0,0,0,A/5 2817,0,8.05,U,U,0,A/5,S
455,456,3,"Jalsevac, Mr. Ivan",male,29.0,Mr,0,0,0,349240,0,7.8958,U,U,0,349240,C
456,457,1,"Millet, Mr. Francis Davis",male,65.0,Mr,0,0,0,13509,0,26.55,E38,E,38,13509,S
457,458,1,"Kenyon, Mrs. Frederick R (Marion)",female,29.8811376673,Mrs,1,1,0,17464,1,51.8625,D21,D,21,17464,S
458,459,2,"Toomey, Miss. Ellen",female,50.0,Miss,0,0,0,F.C.C. 13531,0,10.5,U,U,0,F.C.C.,S
459,460,3,"O'Connor, Mr. Maurice",male,29.8811376673,Mr,0,0,0,371060,0,7.75,U,U,0,371060,Q
460,461,1,"Anderson, Mr. Harry",male,48.0,Mr,0,0,0,19952,0,26.55,E12,E,12,19952,S
461,462,3,"Morley, Mr. William",male,34.0,Mr,0,0,0,364506,0,8.05,U,U,0,364506,S
462,463,1,"Gee, Mr. Arthur H",male,47.0,Mr,0,0,0,111320,0,38.5,E63,E,63,111320,S
463,464,2,"Milling, Mr. Jacob Christian",male,48.0,Mr,0,0,0,234360,0,13.0,U,U,0,234360,S
464,465,3,"Maisner, Mr. Simon",male,29.8811376673,Mr,0,0,0,A/S 2816,0,8.05,U,U,0,A/S,S
465,466,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,Mr,0,0,0,SOTON/O.Q. 3101306,0,7.05,U,U,0,SOTON/O.Q.,S
466,467,2,"Campbell, Mr. William",male,29.8811376673,Mr,0,0,0,239853,0,0.0,U,U,0,239853,S
467,468,1,"Smart, Mr. John Montgomery",male,56.0,Mr,0,0,0,113792,0,26.55,U,U,0,113792,S
468,469,3,"Scanlan, Mr. James",male,29.8811376673,Mr,0,0,0,36209,0,7.725,U,U,0,36209,Q
469,470,3,"Baclini, Miss. Helene Barbara",female,0.75,Miss,0,2,1,2666,3,19.2583,U,U,0,2666,C
470,471,3,"Keefe, Mr. Arthur",male,29.8811376673,Mr,0,0,0,323592,0,7.25,U,U,0,323592,S
471,472,3,"Cacic, Mr. Luka",male,38.0,Mr,0,0,0,315089,0,8.6625,U,U,0,315089,S
472,473,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,Mrs,1,1,2,C.A. 34651,3,27.75,U,U,0,C.A.,S
473,474,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,Mrs,1,0,0,SC/AH Basle 541,0,13.7917,D,D,0,SC/AH,C
474,475,3,"Strandberg, Miss. Ida Sofia",female,22.0,Miss,0,0,0,7553,0,9.8375,U,U,0,7553,S
475,476,1,"Clifford, Mr. George Quincy",male,29.8811376673,Mr,0,0,0,110465,0,52.0,A14,A,14,110465,S
476,477,2,"Renouf, Mr. Peter Henry",male,34.0,Mr,0,1,0,31027,1,21.0,U,U,0,31027,S
477,478,3,"Braund, Mr. Lewis Richard",male,29.0,Mr,0,1,0,3460,1,7.0458,U,U,0,3460,S
478,479,3,"Karlsson, Mr. Nils August",male,22.0,Mr,0,0,0,350060,0,7.5208,U,U,0,350060,S
479,480,3,"Hirvonen, Miss. Hildur E",female,2.0,Miss,0,0,1,3101298,1,12.2875,U,U,0,3101298,S
480,481,3,"Goodwin, Master. Harold Victor",male,9.0,Master,0,5,2,CA 2144,7,46.9,U,U,0,CA,S
481,482,2,"Frost, Mr. Anthony Wood ""Archie""",male,29.8811376673,Mr,1,0,0,239854,0,0.0,U,U,0,239854,S
482,483,3,"Rouse, Mr. Richard Henry",male,50.0,Mr,0,0,0,A/5 3594,0,8.05,U,U,0,A/5,S
483,484,3,"Turkula, Mrs. (Hedwig)",female,63.0,Mrs,1,0,0,4134,0,9.5875,U,U,0,4134,S
484,485,1,"Bishop, Mr. Dickinson H",male,25.0,Mr,0,1,0,11967,1,91.0792,B49,B,49,11967,C
485,486,3,"Lefebre, Miss. Jeannie",female,29.8811376673,Miss,0,3,1,4133,4,25.4667,U,U,0,4133,S
486,487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,Mrs,1,1,0,19943,1,90.0,C93,C,93,19943,S
487,488,1,"Kent, Mr. Edward Austin",male,58.0,Mr,0,0,0,11771,0,29.7,B37,B,37,11771,C
488,489,3,"Somerton, Mr. Francis William",male,30.0,Mr,0,0,0,A.5. 18509,0,8.05,U,U,0,A.5.,S
489,490,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,Master,1,1,1,C.A. 37671,2,15.9,U,U,0,C.A.,S
490,491,3,"Hagland, Mr. Konrad Mathias Reiersen",male,29.8811376673,Mr,0,1,0,65304,1,19.9667,U,U,0,65304,S
491,492,3,"Windelov, Mr. Einar",male,21.0,Mr,0,0,0,SOTON/OQ 3101317,0,7.25,U,U,0,SOTON/OQ,S
492,493,1,"Molson, Mr. Harry Markland",male,55.0,Mr,0,0,0,113787,0,30.5,C30,C,30,113787,S
493,494,1,"Artagaveytia, Mr. Ramon",male,71.0,Mr,0,0,0,PC 17609,0,49.5042,U,U,0,PC,C
494,495,3,"Stanley, Mr. Edward Roland",male,21.0,Mr,0,0,0,A/4 45380,0,8.05,U,U,0,A/4,S
495,496,3,"Yousseff, Mr. Gerious",male,29.8811376673,Mr,0,0,0,2627,0,14.4583,U,U,0,2627,C
496,497,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,Miss,0,1,0,36947,1,78.2667,D20,D,20,36947,C
497,498,3,"Shellard, Mr. Frederick William",male,29.8811376673,Mr,0,0,0,C.A. 6212,0,15.1,U,U,0,C.A.,S
498,499,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,Mrs,1,1,2,113781,3,151.55,C22 C26,C,22,113781,S
499,500,3,"Svensson, Mr. Olof",male,24.0,Mr,0,0,0,350035,0,7.7958,U,U,0,350035,S
500,501,3,"Calic, Mr. Petar",male,17.0,Mr,0,0,0,315086,0,8.6625,U,U,0,315086,S
501,502,3,"Canavan, Miss. Mary",female,21.0,Miss,0,0,0,364846,0,7.75,U,U,0,364846,Q
502,503,3,"O'Sullivan, Miss. Bridget Mary",female,29.8811376673,Miss,0,0,0,330909,0,7.6292,U,U,0,330909,Q
503,504,3,"Laitinen, Miss. Kristina Sofia",female,37.0,Miss,0,0,0,4135,0,9.5875,U,U,0,4135,S
504,505,1,"Maioni, Miss. Roberta",female,16.0,Miss,0,0,0,110152,0,86.5,B79,B,79,110152,S
505,506,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,Mr,0,1,0,PC 17758,1,108.9,C65,C,65,PC,C
506,507,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,Mrs,1,0,2,26360,2,26.0,U,U,0,26360,S
507,508,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,29.8811376673,Mr,1,0,0,111427,0,26.55,U,U,0,111427,S
508,509,3,"Olsen, Mr. Henry Margido",male,28.0,Mr,0,0,0,C 4001,0,22.525,U,U,0,C,S
509,510,3,"Lang, Mr. Fang",male,26.0,Mr,0,0,0,1601,0,56.4958,U,U,0,1601,S
510,511,3,"Daly, Mr. Eugene Patrick",male,29.0,Mr,0,0,0,382651,0,7.75,U,U,0,382651,Q
511,512,3,"Webber, Mr. James",male,29.8811376673,Mr,0,0,0,SOTON/OQ 3101316,0,8.05,U,U,0,SOTON/OQ,S
512,513,1,"McGough, Mr. James Robert",male,36.0,Mr,0,0,0,PC 17473,0,26.2875,E25,E,25,PC,S
513,514,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,Mrs,1,1,0,PC 17603,1,59.4,U,U,0,PC,C
514,515,3,"Coleff, Mr. Satio",male,24.0,Mr,0,0,0,349209,0,7.4958,U,U,0,349209,S
515,516,1,"Walker, Mr. William Anderson",male,47.0,Mr,0,0,0,36967,0,34.0208,D46,D,46,36967,S
516,517,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,Mrs,1,0,0,C.A. 34260,0,10.5,F33,F,33,C.A.,S
517,518,3,"Ryan, Mr. Patrick",male,29.8811376673,Mr,0,0,0,371110,0,24.15,U,U,0,371110,Q
518,519,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,Mrs,1,1,0,226875,1,26.0,U,U,0,226875,S
519,520,3,"Pavlovic, Mr. Stefo",male,32.0,Mr,0,0,0,349242,0,7.8958,U,U,0,349242,S
520,521,1,"Perreault, Miss. Anne",female,30.0,Miss,0,0,0,12749,0,93.5,B73,B,73,12749,S
521,522,3,"Vovk, Mr. Janko",male,22.0,Mr,0,0,0,349252,0,7.8958,U,U,0,349252,S
522,523,3,"Lahoud, Mr. Sarkis",male,29.8811376673,Mr,0,0,0,2624,0,7.225,U,U,0,2624,C
523,524,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,Mrs,1,0,1,111361,1,57.9792,B18,B,18,111361,C
524,525,3,"Kassem, Mr. Fared",male,29.8811376673,Mr,0,0,0,2700,0,7.2292,U,U,0,2700,C
525,526,3,"Farrell, Mr. James",male,40.5,Mr,0,0,0,367232,0,7.75,U,U,0,367232,Q
526,527,2,"Ridsdale, Miss. Lucy",female,50.0,Miss,0,0,0,W./C. 14258,0,10.5,U,U,0,W./C.,S
527,528,1,"Farthing, Mr. John",male,29.8811376673,Mr,0,0,0,PC 17483,0,221.7792,C95,C,95,PC,S
528,529,3,"Salonen, Mr. Johan Werner",male,39.0,Mr,0,0,0,3101296,0,7.925,U,U,0,3101296,S
529,530,2,"Hocking, Mr. Richard George",male,23.0,Mr,0,2,1,29104,3,11.5,U,U,0,29104,S
530,531,2,"Quick, Miss. Phyllis May",female,2.0,Miss,0,1,1,26360,2,26.0,U,U,0,26360,S
531,532,3,"Toufik, Mr. Nakli",male,29.8811376673,Mr,0,0,0,2641,0,7.2292,U,U,0,2641,C
532,533,3,"Elias, Mr. Joseph Jr",male,17.0,Mr,0,1,1,2690,2,7.2292,U,U,0,2690,C
533,534,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,29.8811376673,Mrs,1,0,2,2668,2,22.3583,U,U,0,2668,C
534,535,3,"Cacic, Miss. Marija",female,30.0,Miss,0,0,0,315084,0,8.6625,U,U,0,315084,S
535,536,2,"Hart, Miss. Eva Miriam",female,7.0,Miss,0,0,2,F.C.C. 13529,2,26.25,U,U,0,F.C.C.,S
536,537,1,"Butt, Major. Archibald Willingham",male,45.0,Major,0,0,0,113050,0,26.55,B38,B,38,113050,S
537,538,1,"LeRoy, Miss. Bertha",female,30.0,Miss,0,0,0,PC 17761,0,106.425,U,U,0,PC,C
538,539,3,"Risien, Mr. Samuel Beard",male,29.8811376673,Mr,0,0,0,364498,0,14.5,U,U,0,364498,S
539,540,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,Miss,0,0,2,13568,2,49.5,B39,B,39,13568,C
540,541,1,"Crosby, Miss. Harriet R",female,36.0,Miss,0,0,2,WE/P 5735,2,71.0,B22,B,22,WE/P,S
541,542,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,Miss,0,4,2,347082,6,31.275,U,U,0,347082,S
542,543,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,Miss,0,4,2,347082,6,31.275,U,U,0,347082,S
543,544,2,"Beane, Mr. Edward",male,32.0,Mr,0,1,0,2908,1,26.0,U,U,0,2908,S
544,545,1,"Douglas, Mr. Walter Donald",male,50.0,Mr,0,1,0,PC 17761,1,106.425,C86,C,86,PC,C
545,546,1,"Nicholson, Mr. Arthur Ernest",male,64.0,Mr,0,0,0,693,0,26.0,U,U,0,693,S
546,547,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,Mrs,1,1,0,2908,1,26.0,U,U,0,2908,S
547,548,2,"Padro y Manent, Mr. Julian",male,29.8811376673,Mr,0,0,0,SC/PARIS 2146,0,13.8625,U,U,0,SC/PARIS,C
548,549,3,"Goldsmith, Mr. Frank John",male,33.0,Mr,0,1,1,363291,2,20.525,U,U,0,363291,S
549,550,2,"Davies, Master. John Morgan Jr",male,8.0,Master,0,1,1,C.A. 33112,2,36.75,U,U,0,C.A.,S
550,551,1,"Thayer, Mr. John Borland Jr",male,17.0,Mr,0,0,2,17421,2,110.8833,C70,C,70,17421,C
551,552,2,"Sharp, Mr. Percival James R",male,27.0,Mr,0,0,0,244358,0,26.0,U,U,0,244358,S
552,553,3,"O'Brien, Mr. Timothy",male,29.8811376673,Mr,0,0,0,330979,0,7.8292,U,U,0,330979,Q
553,554,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,Mr,1,0,0,2620,0,7.225,U,U,0,2620,C
554,555,3,"Ohman, Miss. Velin",female,22.0,Miss,0,0,0,347085,0,7.775,U,U,0,347085,S
555,556,1,"Wright, Mr. George",male,62.0,Mr,0,0,0,113807,0,26.55,U,U,0,113807,S
556,557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,Lady,1,1,0,11755,1,39.6,A16,A,16,11755,C
557,558,1,"Robbins, Mr. Victor",male,29.8811376673,Mr,0,0,0,PC 17757,0,227.525,U,U,0,PC,C
558,559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,Mrs,1,1,1,110413,2,79.65,E67,E,67,110413,S
559,560,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,Mrs,1,1,0,345572,1,17.4,U,U,0,345572,S
560,561,3,"Morrow, Mr. Thomas Rowan",male,29.8811376673,Mr,0,0,0,372622,0,7.75,U,U,0,372622,Q
561,562,3,"Sivic, Mr. Husein",male,40.0,Mr,0,0,0,349251,0,7.8958,U,U,0,349251,S
562,563,2,"Norman, Mr. Robert Douglas",male,28.0,Mr,0,0,0,218629,0,13.5,U,U,0,218629,S
563,564,3,"Simmons, Mr. John",male,29.8811376673,Mr,0,0,0,SOTON/OQ 392082,0,8.05,U,U,0,SOTON/OQ,S
564,565,3,"Meanwell, Miss. (Marion Ogden)",female,29.8811376673,Miss,1,0,0,SOTON/O.Q. 392087,0,8.05,U,U,0,SOTON/O.Q.,S
565,566,3,"Davies, Mr. Alfred J",male,24.0,Mr,0,2,0,A/4 48871,2,24.15,U,U,0,A/4,S
566,567,3,"Stoytcheff, Mr. Ilia",male,19.0,Mr,0,0,0,349205,0,7.8958,U,U,0,349205,S
567,568,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,Mrs,1,0,4,349909,4,21.075,U,U,0,349909,S
568,569,3,"Doharr, Mr. Tannous",male,29.8811376673,Mr,0,0,0,2686,0,7.2292,U,U,0,2686,C
569,570,3,"Jonsson, Mr. Carl",male,32.0,Mr,0,0,0,350417,0,7.8542,U,U,0,350417,S
570,571,2,"Harris, Mr. George",male,62.0,Mr,0,0,0,S.W./PP 752,0,10.5,U,U,0,S.W./PP,S
571,572,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,Mrs,1,2,0,11769,2,51.4792,C101,C,101,11769,S
572,573,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,Mr,1,0,0,PC 17474,0,26.3875,E25,E,25,PC,S
573,574,3,"Kelly, Miss. Mary",female,29.8811376673,Miss,0,0,0,14312,0,7.75,U,U,0,14312,Q
574,575,3,"Rush, Mr. Alfred George John",male,16.0,Mr,0,0,0,A/4. 20589,0,8.05,U,U,0,A/4.,S
575,576,3,"Patchett, Mr. George",male,19.0,Mr,0,0,0,358585,0,14.5,U,U,0,358585,S
576,577,2,"Garside, Miss. Ethel",female,34.0,Miss,0,0,0,243880,0,13.0,U,U,0,243880,S
577,578,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,Mrs,1,1,0,13507,1,55.9,E44,E,44,13507,S
578,579,3,"Caram, Mrs. Joseph (Maria Elias)",female,29.8811376673,Mrs,1,1,0,2689,1,14.4583,U,U,0,2689,C
579,580,3,"Jussila, Mr. Eiriik",male,32.0,Mr,0,0,0,STON/O 2. 3101286,0,7.925,U,U,0,STON/O,S
580,581,2,"Christy, Miss. Julie Rachel",female,25.0,Miss,0,1,1,237789,2,30.0,U,U,0,237789,S
581,582,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,Mrs,1,1,1,17421,2,110.8833,C68,C,68,17421,C
582,583,2,"Downton, Mr. William James",male,54.0,Mr,0,0,0,28403,0,26.0,U,U,0,28403,S
583,584,1,"Ross, Mr. John Hugo",male,36.0,Mr,0,0,0,13049,0,40.125,A10,A,10,13049,C
584,585,3,"Paulner, Mr. Uscher",male,29.8811376673,Mr,0,0,0,3411,0,8.7125,U,U,0,3411,C
585,586,1,"Taussig, Miss. Ruth",female,18.0,Miss,0,0,2,110413,2,79.65,E68,E,68,110413,S
586,587,2,"Jarvis, Mr. John Denzil",male,47.0,Mr,0,0,0,237565,0,15.0,U,U,0,237565,S
587,588,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,Mr,0,1,1,13567,2,79.2,B41,B,41,13567,C
588,589,3,"Gilinski, Mr. Eliezer",male,22.0,Mr,0,0,0,14973,0,8.05,U,U,0,14973,S
589,590,3,"Murdlin, Mr. Joseph",male,29.8811376673,Mr,0,0,0,A./5. 3235,0,8.05,U,U,0,A./5.,S
590,591,3,"Rintamaki, Mr. Matti",male,35.0,Mr,0,0,0,STON/O 2. 3101273,0,7.125,U,U,0,STON/O,S
591,592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,Mrs,1,1,0,36947,1,78.2667,D20,D,20,36947,C
592,593,3,"Elsbury, Mr. William James",male,47.0,Mr,0,0,0,A/5 3902,0,7.25,U,U,0,A/5,S
593,594,3,"Bourke, Miss. Mary",female,29.8811376673,Miss,0,0,2,364848,2,7.75,U,U,0,364848,Q
594,595,2,"Chapman, Mr. John Henry",male,37.0,Mr,0,1,0,SC/AH 29037,1,26.0,U,U,0,SC/AH,S
595,596,3,"Van Impe, Mr. Jean Baptiste",male,36.0,Mr,0,1,1,345773,2,24.15,U,U,0,345773,S
596,597,2,"Leitch, Miss. Jessie Wills",female,29.8811376673,Miss,0,0,0,248727,0,33.0,U,U,0,248727,S
597,598,3,"Johnson, Mr. Alfred",male,49.0,Mr,0,0,0,LINE,0,0.0,U,U,0,LINE,S
598,599,3,"Boulos, Mr. Hanna",male,29.8811376673,Mr,0,0,0,2664,0,7.225,U,U,0,2664,C
599,600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,Sir,1,1,0,PC 17485,1,56.9292,A20,A,20,PC,C
600,601,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,Mrs,1,2,1,243847,3,27.0,U,U,0,243847,S
601,602,3,"Slabenoff, Mr. Petco",male,29.8811376673,Mr,0,0,0,349214,0,7.8958,U,U,0,349214,S
602,603,1,"Harrington, Mr. Charles H",male,29.8811376673,Mr,0,0,0,113796,0,42.4,U,U,0,113796,S
603,604,3,"Torber, Mr. Ernst William",male,44.0,Mr,0,0,0,364511,0,8.05,U,U,0,364511,S
604,605,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,Mr,1,0,0,111426,0,26.55,U,U,0,111426,C
605,606,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,Mr,0,1,0,349910,1,15.55,U,U,0,349910,S
606,607,3,"Karaic, Mr. Milan",male,30.0,Mr,0,0,0,349246,0,7.8958,U,U,0,349246,S
607,608,1,"Daniel, Mr. Robert Williams",male,27.0,Mr,0,0,0,113804,0,30.5,U,U,0,113804,S
608,609,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,Mrs,1,1,2,SC/Paris 2123,3,41.5792,U,U,0,SC/Paris,C
609,610,1,"Shutes, Miss. Elizabeth W",female,40.0,Miss,0,0,0,PC 17582,0,153.4625,C125,C,125,PC,S
610,611,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,Mrs,1,1,5,347082,6,31.275,U,U,0,347082,S
611,612,3,"Jardin, Mr. Jose Neto",male,29.8811376673,Mr,0,0,0,SOTON/O.Q. 3101305,0,7.05,U,U,0,SOTON/O.Q.,S
612,613,3,"Murphy, Miss. Margaret Jane",female,29.8811376673,Miss,0,1,0,367230,1,15.5,U,U,0,367230,Q
613,614,3,"Horgan, Mr. John",male,29.8811376673,Mr,0,0,0,370377,0,7.75,U,U,0,370377,Q
614,615,3,"Brocklebank, Mr. William Alfred",male,35.0,Mr,0,0,0,364512,0,8.05,U,U,0,364512,S
615,616,2,"Herman, Miss. Alice",female,24.0,Miss,0,1,2,220845,3,65.0,U,U,0,220845,S
616,617,3,"Danbom, Mr. Ernst Gilbert",male,34.0,Mr,0,1,1,347080,2,14.4,U,U,0,347080,S
617,618,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,Mrs,1,1,0,A/5. 3336,1,16.1,U,U,0,A/5.,S
618,619,2,"Becker, Miss. Marion Louise",female,4.0,Miss,0,2,1,230136,3,39.0,F4,F,4,230136,S
619,620,2,"Gavey, Mr. Lawrence",male,26.0,Mr,0,0,0,31028,0,10.5,U,U,0,31028,S
620,621,3,"Yasbeck, Mr. Antoni",male,27.0,Mr,0,1,0,2659,1,14.4542,U,U,0,2659,C
621,622,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,Mr,0,1,0,11753,1,52.5542,D19,D,19,11753,S
622,623,3,"Nakid, Mr. Sahid",male,20.0,Mr,0,1,1,2653,2,15.7417,U,U,0,2653,C
623,624,3,"Hansen, Mr. Henry Damsgaard",male,21.0,Mr,0,0,0,350029,0,7.8542,U,U,0,350029,S
624,625,3,"Bowen, Mr. David John ""Dai""",male,21.0,Mr,1,0,0,54636,0,16.1,U,U,0,54636,S
625,626,1,"Sutton, Mr. Frederick",male,61.0,Mr,0,0,0,36963,0,32.3208,D50,D,50,36963,S
626,627,2,"Kirkland, Rev. Charles Leonard",male,57.0,Rev,0,0,0,219533,0,12.35,U,U,0,219533,Q
627,628,1,"Longley, Miss. Gretchen Fiske",female,21.0,Miss,0,0,0,13502,0,77.9583,D9,D,9,13502,S
628,629,3,"Bostandyeff, Mr. Guentcho",male,26.0,Mr,0,0,0,349224,0,7.8958,U,U,0,349224,S
629,630,3,"O'Connell, Mr. Patrick D",male,29.8811376673,Mr,0,0,0,334912,0,7.7333,U,U,0,334912,Q
630,631,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,Mr,0,0,0,27042,0,30.0,A23,A,23,27042,S
631,632,3,"Lundahl, Mr. Johan Svensson",male,51.0,Mr,0,0,0,347743,0,7.0542,U,U,0,347743,S
632,633,1,"Stahelin-Maeglin, Dr. Max",male,32.0,Dr,0,0,0,13214,0,30.5,B50,B,50,13214,C
633,634,1,"Parr, Mr. William Henry Marsh",male,29.8811376673,Mr,0,0,0,112052,0,0.0,U,U,0,112052,S
634,635,3,"Skoog, Miss. Mabel",female,9.0,Miss,0,3,2,347088,5,27.9,U,U,0,347088,S
635,636,2,"Davis, Miss. Mary",female,28.0,Miss,0,0,0,237668,0,13.0,U,U,0,237668,S
636,637,3,"Leinonen, Mr. Antti Gustaf",male,32.0,Mr,0,0,0,STON/O 2. 3101292,0,7.925,U,U,0,STON/O,S
637,638,2,"Collyer, Mr. Harvey",male,31.0,Mr,0,1,1,C.A. 31921,2,26.25,U,U,0,C.A.,S
638,639,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,Mrs,1,0,5,3101295,5,39.6875,U,U,0,3101295,S
639,640,3,"Thorneycroft, Mr. Percival",male,29.8811376673,Mr,0,1,0,376564,1,16.1,U,U,0,376564,S
640,641,3,"Jensen, Mr. Hans Peder",male,20.0,Mr,0,0,0,350050,0,7.8542,U,U,0,350050,S
641,642,1,"Sagesser, Mlle. Emma",female,24.0,Mlle,0,0,0,PC 17477,0,69.3,B35,B,35,PC,C
642,643,3,"Skoog, Miss. Margit Elizabeth",female,2.0,Miss,0,3,2,347088,5,27.9,U,U,0,347088,S
643,644,3,"Foo, Mr. Choong",male,29.8811376673,Mr,0,0,0,1601,0,56.4958,U,U,0,1601,S
644,645,3,"Baclini, Miss. Eugenie",female,0.75,Miss,0,2,1,2666,3,19.2583,U,U,0,2666,C
645,646,1,"Harper, Mr. Henry Sleeper",male,48.0,Mr,0,1,0,PC 17572,1,76.7292,D33,D,33,PC,C
646,647,3,"Cor, Mr. Liudevit",male,19.0,Mr,0,0,0,349231,0,7.8958,U,U,0,349231,S
647,648,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,Col,0,0,0,13213,0,35.5,A26,A,26,13213,C
